# Type 1, Type 2, Tera Type, Score
NRM,DRK,FIR,44.1675610228
NRM,DRK,FRY,44.1568899816
DRK,---,FRY,44.1568899816
WTR,PSN,GRD,44.1485576788
NRM,GHT,FRY,44.1476128858
GHT,---,FRY,44.1476128858
FIR,FLY,GHT,44.1356874824
BUG,RCK,GHT,44.1346116550
DRK,---,FIR,44.1328582065
GRS,STL,GRD,44.1319910659
FGT,---,PSY,44.1281804969
ICE,---,WTR,44.1240399769
FLY,PSY,PSN,44.1089382705
GRS,PSY,FIR,44.1013865003
NRM,GRD,FIR,44.0999101827
GRD,---,FIR,44.0999101827
PSN,PSY,GRD,44.0729175793
NRM,PSY,FIR,44.0282906116
PSY,---,FIR,44.0282906116
DRG,DRK,FLY,44.0017460253
GRD,FRY,DRG,43.9973928952
GRS,PSN,GRD,43.9952467083
GHT,DRG,FLY,43.9924689295
BUG,DRG,FIR,43.9887937748
FGT,RCK,BUG,43.9862576349
BUG,STL,FLY,43.9550170922
WTR,FLY,FIR,43.9456723541
PSN,BUG,FLY,43.9210429283
FIR,STL,NRM,43.8959828313
FIR,GHT,BUG,43.8827323393
RCK,FRY,PSY,43.8252146259
FIR,DRK,BUG,43.7978362393
FIR,STL,PSN,43.7860043395
FIR,FRY,FLY,43.7717692677
RCK,DRG,PSY,43.7112719684
GRD,FRY,GRS,43.6773220694
PSY,DRG,PSN,43.6761011856
NRM,BUG,BUG,43.6732659358
FGT,STL,ICE,43.6533484790
WTR,FRY,GHT,43.6424019302
BUG,DRG,FGT,43.6407586003
PSN,DRG,FGT,43.6346687267
FIR,DRK,---,43.6048101626
FIR,PSN,PSY,43.5909647127
WTR,GRD,PSY,43.5816591073
FIR,FGT,---,43.5802377226
STL,FRY,GRS,43.5769430801
FGT,PSN,ICE,43.5680229790
WTR,BUG,PSY,43.5571956555
FGT,DRG,BUG,43.5349081204
WTR,PSN,GHT,43.5188356924
FIR,BUG,GRD,43.5153970621
STL,FRY,FLY,43.5027590578
BUG,---,BUG,43.4809885915
PSN,FRY,FLY,43.4687848938
WTR,BUG,DRK,43.4555417822
NRM,FGT,GRD,43.3694976709
FGT,---,GRD,43.3694976709
WTR,GRS,DRG,43.3055046418
ICE,PSN,NRM,43.3009122304
GRD,GHT,BUG,43.2853583799
FGT,GRD,ICE,43.2784119815
ICE,DRG,FIR,43.2558534561
NRM,ICE,FIR,43.2526041657
BUG,STL,PSY,43.2376648581
ICE,PSY,BUG,43.2347548595
STL,---,WTR,43.2097786330
GRD,DRK,BUG,43.2004622798
PSY,RCK,NRM,43.1763394602
FIR,RCK,GRD,43.1184086488
BUG,FRY,GRS,43.0981133015
FGT,PSY,ICE,43.0906830164
FIR,STL,BUG,43.0816053755
GRS,PSN,---,43.0553979798
BUG,DRG,GRD,43.0543763265
ICE,FLY,PSY,43.0523587521
GHT,DRK,GRD,43.0444383897
ICE,FRY,PSY,43.0401546393
NRM,FLY,WTR,43.0234969421
FLY,---,WTR,43.0234969421
FIR,PSN,BUG,43.0022718670
ICE,DRG,PSY,42.9727554842
WTR,DRG,FLY,42.9705246715
NRM,GHT,GRD,42.9655069620
GHT,---,GRD,42.9655069620
FLY,DRK,GRS,42.9266950266
FLY,GHT,GRS,42.9174179308
FGT,GRD,GRS,42.9122060896
STL,FRY,GHT,42.9024165545
NRM,DRK,GRD,42.8998059852
DRK,---,GRD,42.8998059852
NRM,ICE,PSY,42.8995547841
ICE,---,PSY,42.8995547841
PSY,BUG,FLY,42.8750601145
PSN,DRK,---,42.8733811894
FIR,STL,FLY,42.8453007862
FLY,STL,PSN,42.8336600824
WTR,GRS,BUG,42.8148894615
FIR,PSN,FLY,42.8113266222
WTR,DRK,NRM,42.8103486810
WTR,GHT,NRM,42.8010715853
PSN,PSY,GHT,42.7981356943
NRM,RCK,GRD,42.7817619018
RCK,---,GRD,42.7817619018
GRD,GHT,PSY,42.7598545823
FGT,RCK,GRS,42.7542661490
FLY,BUG,FRY,42.7356763309
GRD,DRK,PSY,42.7201533503
DRK,STL,ICE,42.7005211813
WTR,FGT,GRS,42.6949362981
DRG,STL,FIR,42.6942206970
ICE,BUG,PSN,42.6834591286
FIR,GRD,BUG,42.6789947152
NRM,GRS,BUG,42.6647008856
GRS,---,BUG,42.6647008856
PSN,DRG,FIR,42.6611635902
RCK,DRG,DRK,42.6493784898
NRM,FGT,GRS,42.6379315282
FGT,---,GRS,42.6379315282
WTR,GHT,PSN,42.6261311111
GRS,FRY,ICE,42.6216474633
GHT,STL,ICE,42.6215897536
WTR,DRK,PSN,42.6001313662
FLY,RCK,PSY,42.5550864287
FIR,STL,GRD,42.5531392310
GRD,RCK,BUG,42.5198290635
WTR,PSY,GRD,42.4941936521
PSY,FRY,FLY,42.4771685044
PSN,GRD,BUG,42.4537145244
FIR,BUG,---,42.3886790492
FIR,PSN,GRD,42.3843055421
GRS,PSY,GRD,42.3408826816
WTR,PSY,DRK,42.3408751219
FIR,PSY,DRK,42.3403517157
GRS,ICE,FIR,42.3141109205
FIR,BUG,NRM,42.2652841879
ICE,---,FIR,42.2410150318
GRS,FLY,ICE,42.2396049761
DRK,STL,GRS,42.2201315648
GRD,GHT,GRS,42.2193528610
GHT,STL,GRS,42.2161782097
FIR,RCK,---,42.2058681566
RCK,DRK,DRG,42.1907894329
RCK,GHT,DRG,42.1868360779
PSY,RCK,DRG,42.1847592314
GRD,DRK,GRS,42.1536518841
DRG,STL,GRD,42.1020080367
ICE,PSY,NRM,42.0907257937
FIR,FLY,BUG,42.0849625576
WTR,GRS,---,42.0516033779
ICE,FLY,DRK,42.0322709606
ICE,PSN,DRK,42.0098556645
ICE,DRG,DRK,41.9922009211
PSN,DRG,GRD,41.9331743478
NRM,ICE,DRK,41.9190002210
ICE,GHT,DRK,41.9190002210
ICE,---,DRK,41.9190002210
PSY,GHT,BUG,41.9140017691
BUG,GHT,GRS,41.8793762888
DRK,STL,NRM,41.8725173948
PSY,DRK,BUG,41.8645505132
FLY,STL,BUG,41.8545088222
PSN,RCK,---,41.8353610995
GRD,FRY,PSY,41.8152167578
BUG,DRK,GRS,41.7944801888
GHT,STL,NRM,41.7935859672
FIR,PSY,FLY,41.7653438085
GRS,GRD,---,41.7460176568
GRD,DRG,NRM,41.7110830793
GRD,DRG,PSY,41.7012741003
FGT,DRK,RCK,41.6965223840
FGT,GHT,RCK,41.6872452882
FGT,DRK,GHT,41.6822905814
FIR,FRY,NRM,41.6706825161
DRK,FRY,---,41.6654830228
NRM,FGT,GHT,41.6630954581
FGT,---,GHT,41.6630954581
FLY,RCK,DRK,41.6116785642
FLY,DRG,FIR,41.6077213512
GRD,BUG,GRS,41.5771970012
ICE,GHT,GRS,41.5660675821
FIR,FLY,FRY,41.5641762504
GRD,DRK,GHT,41.5624218915
PSN,RCK,DRK,41.5481871555
NRM,GRD,GHT,41.5432267683
GRD,---,GHT,41.5316990160
STL,FRY,BUG,41.5266820394
PSY,STL,FLY,41.5243854511
BUG,STL,GRS,41.5214466187
PSN,PSY,FLY,41.5167258590
FIR,BUG,GRS,41.5041335209
NRM,RCK,FLY,41.5023052613
RCK,---,FLY,41.5023052613
ICE,DRK,GRS,41.5003666052
BUG,RCK,DRG,41.4852052838
FIR,WTR,BUG,41.4578150611
PSN,BUG,GRS,41.4455474013
GRS,FGT,---,41.4371419333
GRS,---,NRM,41.4203219425
FIR,PSY,FRY,41.4091240708
GRD,PSY,BUG,41.3915107989
FGT,---,NRM,41.3881692962
WTR,DRG,FIR,41.3777092938
FIR,DRG,FRY,41.3767862266
NRM,FIR,FRY,41.3494906481
FIR,---,FRY,41.3494906481
PSN,FRY,---,41.3185559282
RCK,STL,DRK,41.3146063427
FLY,BUG,PSN,41.1936750179
FIR,FGT,DRG,41.1686593194
PSN,PSY,FRY,41.1668442013
PSN,DRG,FRY,41.1345063571
NRM,BUG,WTR,41.1281437321
BUG,---,WTR,41.1281437321
BUG,RCK,---,41.1191988440
FGT,BUG,DRG,41.1097605441
NRM,PSN,FRY,41.1072107786
PSN,---,FRY,41.1072107786
FGT,RCK,ICE,41.0986672092
WTR,PSY,---,41.0951905615
FIR,DRG,GHT,41.0712911643
PSY,RCK,BUG,41.0593180570
ICE,STL,BUG,41.0286999652
WTR,BUG,NRM,41.0248037567
WTR,BUG,---,40.9839683201
PSN,PSY,BUG,40.9669107853
FIR,STL,GRS,40.8818276343
PSN,GRD,GRS,40.8814045554
FIR,FGT,ICE,40.8634810266
FGT,BUG,ICE,40.8555613070
WTR,GRD,BUG,40.8474375150
DRG,STL,FGT,40.8347152989
FIR,FLY,GRD,40.8139370462
GRS,RCK,---,40.8112270685
FIR,GRD,DRG,40.8110051510
RCK,DRK,GHT,40.8097111862
NRM,RCK,GHT,40.8061809490
FIR,PSN,GRS,40.7932005544
RCK,---,GHT,40.7905160629
FIR,WTR,GRD,40.7879549721
FGT,FLY,ICE,40.7877486401
DRG,FRY,PSN,40.7780141234
FIR,GHT,PSY,40.7667341305
FIR,BUG,PSY,40.7618470088
NRM,FRY,PSN,40.7351825049
FIR,PSY,GRD,40.7326683600
WTR,GHT,PSY,40.7297013298
FIR,DRK,PSY,40.7270328985
WTR,DRK,PSY,40.6900000978
NRM,DRG,FGT,40.6832625527
DRG,---,FGT,40.6832625527
FIR,BUG,DRK,40.6669420780
FIR,GRS,GRD,40.6594924658
GRD,FLY,PSY,40.5961780763
FLY,PSY,GRD,40.5656612576
NRM,FIR,PSN,40.5563782849
FIR,---,PSN,40.5563782849
FIR,PSN,NRM,40.5357511313
NRM,FLY,GRD,40.5159867841
FLY,---,GRD,40.5159867841
PSY,GHT,GRS,40.5154783438
ICE,FLY,---,40.5141525640
PSY,DRK,GRS,40.4852222111
ICE,FLY,BUG,40.4837353037
GHT,STL,PSY,40.4580466840
FIR,PSY,---,40.4543307227
DRK,STL,PSY,40.4377085789
WTR,DRG,GRD,40.3479146417
ICE,DRK,DRG,40.3292469045
ICE,GHT,DRG,40.3252935494
NRM,BUG,FIR,40.3237602524
FLY,DRG,PSN,40.2885564080
PSY,DRG,GRD,40.2787825954
FIR,WTR,---,40.2578569432
ICE,PSY,DRG,40.2186539185
GRS,DRG,GRD,40.1946036713
FIR,RCK,DRG,40.1645934980
RCK,DRK,ICE,40.1178191142
RCK,GHT,ICE,40.1085420185
DRK,STL,PSN,40.0827136569
GHT,STL,PSN,40.0584221967
BUG,FRY,PSN,40.0265157581
BUG,STL,ICE,40.0045354361
BUG,STL,NRM,39.9923175750
WTR,STL,NRM,39.9798218823
GRS,PSN,DRG,39.9554373285
FRY,---,PSN,39.9464973947
FLY,BUG,GRS,39.9409371913
PSN,FLY,GHT,39.9144297999
FIR,DRK,ICE,39.8880061364
RCK,FRY,DRG,39.8812043456
FIR,GHT,ICE,39.8787290406
ICE,FRY,GRS,39.8562003919
PSN,GRD,---,39.8508117805
PSY,BUG,GRS,39.8191098823
FIR,FRY,PSY,39.7963854152
FLY,FRY,GRS,39.7697872856
WTR,FRY,PSY,39.7547387357
NRM,FGT,BUG,39.7266101086
FGT,---,BUG,39.7266101086
BUG,FRY,FLY,39.7110266117
FIR,DRG,PSY,39.7097383362
WTR,DRG,PSY,39.6680916567
ICE,BUG,GHT,39.6472914519
GHT,STL,BUG,39.6243001962
ICE,DRG,GHT,39.6192565157
PSN,DRK,ICE,39.6154037028
DRK,STL,BUG,39.6090584280
GHT,DRK,FLY,39.6000512028
PSN,GHT,ICE,39.5867634802
NRM,RCK,PSY,39.5819309579
RCK,---,PSY,39.5819309579
BUG,DRG,FLY,39.5724573122
ICE,DRK,GHT,39.5652509388
NRM,ICE,GHT,39.5460558156
ICE,---,GHT,39.5460558156
ICE,FRY,NRM,39.5419477207
NRM,DRK,FLY,39.5303968709
DRK,---,FLY,39.5303968709
BUG,STL,FGT,39.5267722403
NRM,GHT,FLY,39.5211197751
GHT,---,FLY,39.5211197751
PSN,STL,FGT,39.5206823667
FGT,FRY,DRG,39.4989714095
WTR,DRG,DRK,39.4507300501
PSN,BUG,FGT,39.4471269619
WTR,PSY,BUG,39.4397192212
STL,FRY,PSY,39.4357759415
FIR,DRG,DRK,39.4194776726
FIR,ICE,DRG,39.4021856747
NRM,PSN,WTR,39.3985855149
PSN,---,WTR,39.3985855149
GRD,FLY,GRS,39.3944556788
GRS,BUG,FIR,39.3852670072
RCK,DRG,NRM,39.3760887650
NRM,BUG,FGT,39.3753194941
BUG,---,FGT,39.3753194941
NRM,PSN,FGT,39.3692296205
PSN,---,FGT,39.3692296205
DRG,STL,PSY,39.3683767864
FIR,PSY,NRM,39.3553155114
FLY,PSY,GHT,39.3344046753
FLY,STL,GRS,39.3311880509
WTR,PSN,NRM,39.3145702384
BUG,---,FIR,39.3121711185
GRD,DRK,ICE,39.2988420905
GRD,GHT,ICE,39.2895649948
PSY,DRK,---,39.2854054658
FIR,FLY,GRS,39.2567657354
NRM,BUG,GRD,39.2341211899
BUG,---,GRD,39.2341211899
PSN,FLY,GRS,39.2071694252
FIR,WTR,DRG,39.1798526999
NRM,PSY,PSN,39.1783428251
PSY,---,PSN,39.1783428251
PSN,FRY,GHT,39.1748471806
FIR,DRG,BUG,39.1711174846
FIR,PSY,GRS,39.1486265524
FLY,GHT,BUG,39.1362010645
FLY,DRK,BUG,39.1262830371
PSY,DRK,ICE,39.1101034501
PSY,GHT,ICE,39.1008263543
FLY,RCK,---,39.0907238476
GHT,DRG,GRS,39.0901504717
PSN,PSY,GRS,39.0849358457
PSN,STL,FIR,39.0758450798
GRD,PSY,DRG,39.0735734447
DRG,DRK,GRS,39.0244494949
GRS,PSN,FIR,39.0142638406
NRM,STL,FIR,38.9753265817
WTR,STL,DRK,38.9429512394
NRM,PSN,FIR,38.9411679518
PSN,---,FIR,38.9411679518
FLY,DRK,---,38.9061223033
ICE,FLY,NRM,38.8767708372
WTR,GRS,ICE,38.8579680120
GHT,FRY,BUG,38.8523636891
GRS,DRG,ICE,38.8468683638
DRK,FRY,BUG,38.8424456616
NRM,GRS,ICE,38.8009632422
GRS,---,ICE,38.8009632422
GRD,STL,ICE,38.7971182650
RCK,GHT,DRK,38.7461730836
NRM,RCK,DRK,38.7461730836
RCK,---,DRK,38.7461730836
GRD,STL,GRS,38.6435880367
PSN,FLY,---,38.6344966475
WTR,GRD,DRG,38.6238979114
FIR,DRG,GRD,38.5974201052
PSY,STL,ICE,38.5855266887
FGT,GRD,RCK,38.5571289507
GRD,DRG,BUG,38.5439087600
WTR,FLY,PSY,38.5247050108
GRD,PSY,FRY,38.5130955689
ICE,BUG,GRS,38.5127771704
BUG,GHT,PSN,38.4890529911
NRM,GRD,FRY,38.4872237234
GRD,DRG,FRY,38.4872237234
GRD,---,FRY,38.4872237234
FIR,DRG,FLY,38.4830003059
NRM,WTR,FLY,38.4740117404
WTR,---,FLY,38.4740117404
BUG,DRK,PSN,38.4371814007
WTR,FLY,DRK,38.4258290182
FGT,STL,RCK,38.4108666540
FLY,RCK,DRG,38.3644595068
WTR,PSN,DRK,38.3623376096
BUG,DRG,GRS,38.3536866379
ICE,GHT,BUG,38.3435690685
FGT,PSY,RCK,38.3026223054
PSN,STL,GRD,38.2787486634
DRG,STL,FLY,38.2683565203
NRM,STL,GRD,38.2614936004
STL,---,GRD,38.2614936004
ICE,DRK,BUG,38.2586729684
FLY,RCK,NRM,38.2538246021
PSN,STL,PSY,38.2458992693
FGT,PSN,RCK,38.2393662597
PSN,DRG,FLY,38.2343823564
FLY,STL,PSY,38.2206284229
PSN,FLY,BUG,38.2141239380
NRM,PSN,GRD,38.0926599115
PSN,---,GRD,38.0926599115
GRS,STL,FIR,38.0715361527
FIR,STL,DRK,38.0554516230
RCK,FRY,BUG,38.0407858087
WTR,BUG,PSN,38.0121324963
STL,---,FIR,37.9984402640
GRS,FLY,FIR,37.9863340998
ICE,GRD,GRS,37.9822959908
ICE,FRY,DRG,37.9156709406
NRM,FLY,FIR,37.9132382110
FLY,---,FIR,37.9132382110
PSN,DRK,NRM,37.8968665977
ICE,STL,GRS,37.8900426215
PSN,FRY,BUG,37.8866781363
ICE,RCK,DRG,37.8696697681
PSN,GHT,NRM,37.8682263752
FIR,ICE,GRS,37.8644837405
ICE,PSN,GRS,37.8354281971
FIR,PSY,DRG,37.7501678386
FIR,DRK,DRG,37.7412933254
FIR,GHT,DRG,37.7373399704
FIR,DRG,GRS,37.7285644040
WTR,GRS,FIR,37.7105446360
PSN,DRG,GRS,37.6781534918
ICE,FLY,DRG,37.6589567267
NRM,WTR,FIR,37.6481586502
WTR,---,FIR,37.6481586502
GHT,DRG,PSN,37.5812159266
FGT,FRY,ICE,37.5588183871
NRM,GRD,PSY,37.5585441405
GRD,---,PSY,37.5585441405
DRG,DRK,PSN,37.5552161817
FLY,PSY,BUG,37.5378674023
GRD,DRK,RCK,37.5372833904
GRD,GHT,RCK,37.5280062946
PSY,FRY,DRK,37.5185133277
ICE,RCK,BUG,37.5123037790
FGT,BUG,---,37.4847584292
WTR,FRY,GRS,37.4793486142
RCK,FRY,GRS,37.4759303385
ICE,FRY,---,37.4738600932
WTR,FLY,DRG,37.4594299287
WTR,FGT,ICE,37.4255798053
BUG,RCK,ICE,37.4217965040
DRK,STL,RCK,37.4176310450
FGT,DRG,ICE,37.3931137258
ICE,PSN,BUG,37.3882378158
PSY,FRY,GRS,37.3854675632
ICE,DRG,PSN,37.3777511393
NRM,FRY,GRS,37.3595957177
DRG,FRY,GRS,37.3595957177
FRY,---,GRS,37.3595957177
GRD,FRY,---,37.3593613771
NRM,FGT,ICE,37.3578651325
FGT,---,ICE,37.3578651325
GHT,STL,RCK,37.3386996173
WTR,RCK,DRG,37.3379132573
NRM,ICE,PSN,37.3045504392
ICE,---,PSN,37.3045504392
PSY,FRY,BUG,37.2951508447
FLY,DRG,FRY,37.2829630299
FLY,PSY,FRY,37.2815392969
PSY,BUG,FRY,37.2706372812
PSN,GHT,PSY,37.2572240921
NRM,FLY,FRY,37.2556674514
FLY,---,FRY,37.2556674514
DRK,FRY,ICE,37.2485041221
FGT,GHT,---,37.2462757221
GHT,FRY,ICE,37.2392270264
BUG,DRG,FRY,37.2382994370
PSN,DRK,PSY,37.2368859869
PSN,BUG,PSY,37.2207465739
NRM,BUG,FRY,37.2110038585
BUG,---,FRY,37.2110038585
FIR,BUG,ICE,37.1919835261
WTR,STL,BUG,37.1753290961
PSY,DRG,FLY,37.1728635027
BUG,GHT,ICE,37.1656462587
BUG,DRK,ICE,37.1557282312
WTR,DRG,PSN,37.1323600261
PSY,DRG,BUG,37.0791598652
GRD,PSY,GRS,36.9196737265
GRD,PSY,NRM,36.9011089624
PSN,BUG,ICE,36.8857081815
PSY,STL,GRS,36.8736611615
WTR,FRY,NRM,36.8250405050
GRD,---,NRM,36.8159308515
WTR,DRK,DRG,36.8147893602
FLY,DRK,ICE,36.8110388705
WTR,GHT,DRG,36.8108360052
FLY,GHT,ICE,36.8017617747
GRS,STL,DRG,36.7907259677
WTR,PSY,DRG,36.7312000062
WTR,FLY,BUG,36.7225463994
STL,FRY,ICE,36.6875671044
GRD,BUG,ICE,36.6457963358
NRM,GRS,DRG,36.6359815368
GRS,---,DRG,36.6359815368
WTR,STL,PSN,36.6327365331
GRS,FLY,---,36.6243233205
WTR,GRS,GRD,36.5697861912
NRM,STL,FGT,36.5597211875
STL,---,FGT,36.5597211875
RCK,STL,ICE,36.5501085285
FGT,BUG,RCK,36.5325021564
STL,FRY,DRK,36.5175314653
PSN,RCK,ICE,36.5153435596
ICE,FRY,BUG,36.5111840040
NRM,WTR,GRD,36.5074002054
WTR,---,GRD,36.5074002054
FIR,BUG,GHT,36.5042464918
NRM,PSY,GRD,36.4545949056
PSY,---,GRD,36.4545949056
WTR,FRY,BUG,36.4433028231
PSY,BUG,ICE,36.4342047595
DRK,FRY,RCK,36.4246868066
GHT,FRY,RCK,36.4154097108
NRM,---,FGT,36.4082684413
FIR,DRK,GHT,36.3888365824
NRM,FIR,GHT,36.3696414592
FIR,---,GHT,36.3696414592
PSY,BUG,DRK,36.3680831695
ICE,BUG,DRG,36.3555455105
NRM,GRS,GRD,36.3540892350
GRS,---,GRD,36.3540892350
FGT,PSN,DRG,36.3232506560
ICE,FLY,GRS,36.3107972051
FIR,STL,ICE,36.3069382181
FLY,STL,ICE,36.2999611349
FIR,PSN,ICE,36.2855305817
GRD,RCK,ICE,36.2648212633
FGT,---,---,36.2465636079
FLY,FRY,---,36.2412323543
PSN,FRY,PSY,36.2293191752
ICE,PSY,GRS,36.2033303777
FGT,FRY,RCK,36.1774868891
FLY,DRG,GRS,36.1748778686
FGT,FRY,---,36.1644242709
PSN,DRG,PSY,36.1619200200
ICE,FGT,RCK,36.1594559183
FLY,DRK,DRG,36.1448410082
RCK,GHT,BUG,36.1053983787
WTR,GHT,GRS,36.1000418083
RCK,GHT,GRS,36.0966235326
WTR,BUG,DRG,36.0867609986
WTR,DRG,GHT,36.0840233096
FLY,GHT,DRG,36.0659095805
GRS,GHT,---,36.0642319917
GHT,DRK,GRS,36.0592203395
PSY,RCK,ICE,36.0411408288
PSN,GHT,BUG,36.0382450805
FIR,GRD,ICE,36.0350082854
WTR,DRK,GRS,36.0343408314
RCK,DRK,GRS,36.0309225557
PSN,GRD,DRG,36.0242353865
FGT,DRG,RCK,36.0208606057
NRM,GHT,GRS,35.9802889118
GHT,---,GRS,35.9802889118
WTR,ICE,DRG,35.9693895845
PSN,DRK,BUG,35.9564130864
NRM,DRK,GRS,35.9145879350
DRK,---,GRS,35.9145879350
FLY,FRY,GHT,35.8306095364
FIR,PSY,ICE,35.8113278510
GHT,FRY,---,35.8038671830
NRM,FLY,PSN,35.7844477592
FLY,---,PSN,35.7844477592
FLY,DRG,GHT,35.7798232381
RCK,DRK,BUG,35.7629946352
STL,FRY,NRM,35.7580038259
PSN,GRD,ICE,35.7178512987
FIR,FLY,PSY,35.6734358518
FIR,DRG,NRM,35.5942245666
FIR,FLY,DRK,35.5697775640
FIR,RCK,BUG,35.5630509332
FIR,PSN,DRK,35.5562449177
PSY,DRK,RCK,35.5552620706
PSY,GHT,RCK,35.5459849748
NRM,FIR,PSY,35.5287177544
FIR,---,PSY,35.5287177544
PSN,DRK,RCK,35.5112080889
PSN,PSY,ICE,35.5062597224
WTR,GHT,DRK,35.4958450726
NRM,WTR,DRK,35.4958450726
WTR,---,DRK,35.4958450726
PSY,DRK,DRG,35.4952618987
NRM,WTR,PSY,35.4870710750
WTR,---,PSY,35.4870710750
PSN,GHT,RCK,35.4825678663
GRD,DRG,GRS,35.4730697435
NRM,FIR,DRK,35.4645926951
FIR,GHT,DRK,35.4645926951
FIR,---,DRK,35.4645926951
PSY,GHT,DRG,35.4558636995
DRG,STL,GRS,35.4498919783
FIR,FRY,DRG,35.4450736404
BUG,STL,PSN,35.4378178025
GRD,BUG,RCK,35.4055929801
DRG,STL,GHT,35.3917126860
DRK,FRY,NRM,35.3890622784
PSY,FRY,GHT,35.3822531501
GHT,FRY,NRM,35.3797851826
WTR,BUG,GRS,35.3682285026
BUG,RCK,GRS,35.3648102269
BUG,STL,DRK,35.3474220353
NRM,FIR,BUG,35.3464922240
FIR,---,BUG,35.3464922240
PSY,DRG,GHT,35.3351392995
GRS,DRG,FIR,35.3267687205
NRM,DRG,FIR,35.2883756481
DRG,---,FIR,35.2536728318
NRM,BUG,GRS,35.2484756061
BUG,---,GRS,35.2484756061
RCK,STL,BUG,35.2441754547
BUG,STL,RCK,35.2438856350
NRM,STL,PSY,35.2090077762
STL,---,PSY,35.2090077762
PSN,RCK,BUG,35.1288413344
NRM,BUG,FLY,35.0962036808
BUG,---,FLY,35.0962036808
GRD,FRY,RCK,35.0694532631
WTR,FLY,NRM,34.9472822113
FIR,GRD,GRS,34.8995246354
STL,FRY,RCK,34.8533794936
DRG,STL,BUG,34.8463303432
NRM,FIR,GRD,34.7569056689
FIR,---,GRD,34.7569056689
WTR,BUG,GHT,34.7441100725
DRG,FRY,FLY,34.7411436891
NRM,GRD,BUG,34.7348195394
GRD,---,BUG,34.7348195394
PSY,BUG,DRG,34.7188195970
FIR,RCK,GRS,34.6995981409
NRM,FRY,FLY,34.6983120707
FRY,---,FLY,34.6983120707
PSN,STL,GRS,34.6939568490
FIR,WTR,GRS,34.6744064483
WTR,PSN,GRS,34.6724360568
PSN,RCK,GRS,34.6690177811
NRM,FIR,GRS,34.5935390674
FIR,---,GRS,34.5935390674
DRG,STL,PSN,34.5817515113
NRM,PSN,GRS,34.5526831604
PSN,---,GRS,34.5526831604
WTR,GHT,BUG,34.5160917238
FLY,FRY,BUG,34.4963591356
WTR,FRY,DRG,34.4882357801
RCK,---,NRM,34.4879751984
WTR,PSY,NRM,34.4836073699
WTR,DRK,BUG,34.4311956237
NRM,DRG,WTR,34.3810860885
DRG,---,WTR,34.3810860885
FLY,DRG,BUG,34.3637359693
DRG,FRY,---,34.3427225338
PSY,STL,DRK,34.3039505780
NRM,DRG,GRD,34.2920168744
DRG,---,GRD,34.2920168744
FLY,RCK,BUG,34.2737088782
GRD,STL,RCK,34.2348806804
PSN,GRD,RCK,34.1544297154
RCK,FRY,ICE,34.1512837696
PSN,STL,GHT,34.1412207715
NRM,GHT,---,34.1172754599
FGT,DRG,---,34.1044574598
FLY,BUG,ICE,34.0813064840
BUG,GHT,NRM,34.0590674968
BUG,DRK,NRM,34.0491494693
BUG,STL,GHT,34.0321201771
PSY,BUG,GHT,34.0270888489
PSY,STL,RCK,34.0112002460
NRM,FIR,FLY,33.9864873747
FIR,---,FLY,33.9864873747
FLY,STL,NRM,33.9483876885
BUG,GHT,RCK,33.9386688501
FIR,FRY,ICE,33.9321273200
BUG,DRK,RCK,33.9287508226
GRD,BUG,---,33.9166915232
PSN,STL,FLY,33.8939793564
FIR,BUG,DRG,33.8458201860
NRM,STL,FLY,33.7718435892
STL,---,FLY,33.7718435892
WTR,FGT,RCK,33.7424711220
NRM,PSN,FLY,33.7378694252
PSN,---,FLY,33.7378694252
GRS,FGT,RCK,33.7293887398
PSY,DRG,GRS,33.7096509215
FIR,FGT,RCK,33.7054517089
WTR,RCK,BUG,33.6556295357
FGT,FLY,RCK,33.6412743881
WTR,RCK,---,33.6288789492
NRM,FIR,---,33.6114204221
NRM,FGT,RCK,33.6016040291
FGT,---,RCK,33.6016040291
PSN,FRY,ICE,33.5903398300
WTR,PSN,BUG,33.5744275987
FLY,FRY,DRK,33.5116056189
PSY,STL,NRM,33.4961384745
FLY,DRK,NRM,33.4958296911
ICE,DRG,NRM,33.4954688976
WTR,DRK,ICE,33.4882161638
FLY,GHT,NRM,33.4865525953
WTR,GHT,ICE,33.4789390680
BUG,FRY,DRK,33.4728186053
GHT,DRK,ICE,33.4661419620
PSN,FRY,DRK,33.4481142102
DRG,DRK,ICE,33.4423927517
ICE,DRK,RCK,33.4333359485
GHT,DRG,ICE,33.4331156559
ICE,GHT,RCK,33.4240588527
ICE,---,NRM,33.4222681975
NRM,DRK,ICE,33.3964876301
DRK,---,ICE,33.3964876301
PSY,BUG,RCK,33.3943000082
BUG,FRY,PSY,33.3917551554
BUG,DRG,DRK,33.3886157302
NRM,GHT,ICE,33.3872105343
GHT,---,ICE,33.3872105343
GRD,FRY,ICE,33.3509517180
FLY,GHT,---,33.3475804754
PSN,BUG,RCK,33.3310439624
BUG,DRG,PSY,33.3051080764
DRG,DRK,RCK,33.2947406359
PSN,PSY,---,33.2919461167
NRM,PSY,BUG,33.2863973910
PSY,---,BUG,33.2863973910
GHT,DRG,RCK,33.2854635402
GRS,DRK,---,33.2478021293
DRK,FRY,DRG,33.1997318404
WTR,FLY,GRS,33.1854871802
FLY,RCK,GRS,33.1820689045
FGT,STL,DRG,33.1736611562
PSN,FLY,ICE,33.1637312053
PSY,FRY,ICE,33.1393601417
