# Type 1, Type 2, Tera Type, Score
WTR,ICE,GHT,47.1108621061
BUG,RCK,PSN,47.1033304511
ICE,FRY,FIR,47.0890613479
DRG,STL,WTR,47.0840954067
PSN,DRG,STL,47.0615064479
NRM,FIR,ELC,47.0581138927
FIR,---,ELC,47.0581138927
ICE,FLY,ELC,47.0552131488
FGT,STL,GRS,47.0092066289
WTR,DRG,FRY,46.9996101666
WTR,PSY,FRY,46.9967169353
WTR,FGT,FIR,46.9963907196
RCK,DRK,FLY,46.9876366573
RCK,GHT,FLY,46.9810328003
NRM,BUG,BUG,46.9758560500
NRM,WTR,FRY,46.9754681560
WTR,---,FRY,46.9754681560
FIR,BUG,FRY,46.9625301987
BUG,GHT,FRY,46.9365563448
BUG,DRK,FRY,46.9265450133
PSN,FLY,FRY,46.9172715618
ICE,PSY,FRY,46.9117899678
FLY,DRG,ELC,46.8980887012
ICE,DRG,FRY,46.8874375204
NRM,ICE,FRY,46.8632955098
ICE,---,FRY,46.8632955098
WTR,ICE,FLY,46.8615986598
ICE,RCK,FLY,46.8420761475
ICE,PSY,PSN,46.8340021792
BUG,---,BUG,46.7922166267
ELC,BUG,FGT,46.7791947260
ELC,PSN,FGT,46.7649764533
GRS,PSY,FLY,46.7410009962
PSN,RCK,PSY,46.7404033761
WTR,GHT,FIR,46.7091307684
ICE,GHT,PSY,46.6569810266
WTR,DRK,FIR,46.6522923999
RCK,STL,FIR,46.6483317914
ELC,FLY,GHT,46.6477569513
STL,FRY,FGT,46.6394125210
WTR,STL,GHT,46.6355796088
FGT,PSN,---,46.6273209839
ICE,DRK,PSY,46.6228231512
GRD,DRG,FLY,46.6185197950
PSN,RCK,FIR,46.6145649155
ICE,BUG,PSY,46.6116573419
FIR,WTR,PSN,46.6087520123
PSN,BUG,FRY,46.5729303385
NRM,PSY,STL,46.5716598459
PSY,---,STL,46.5716598459
BUG,FRY,FIR,46.5645846396
DRG,FRY,FGT,46.5544895685
FGT,DRK,DRG,46.5528213034
WTR,FRY,DRK,46.5514685869
FGT,GHT,DRG,46.5492223036
DRG,STL,ELC,46.5457942029
ICE,RCK,PSN,46.5448575306
ELC,STL,GHT,46.5368897822
NRM,FRY,FGT,46.5159913479
FRY,---,FGT,46.5159913479
RCK,STL,FGT,46.5058190273
NRM,FIR,WTR,46.5007014035
FIR,FGT,PSY,46.4874667128
WTR,BUG,FLY,46.4839805437
WTR,PSY,FIR,46.4795499861
FIR,ELC,NRM,46.4639009336
RCK,STL,PSY,46.4610100746
NRM,RCK,FGT,46.4449364741
RCK,---,FGT,46.4449364741
GRD,STL,DRG,46.4434896138
FGT,PSY,FRY,46.4422552174
ICE,GRD,GRS,46.4352956352
RCK,DRG,ELC,46.4262312035
WTR,PSN,STL,46.4250723700
FGT,DRG,FRY,46.4179027699
NRM,FGT,FRY,46.3937607593
FGT,---,FRY,46.3937607593
GRS,FLY,PSN,46.3916658666
FIR,DRK,NRM,46.3898639891
FIR,GHT,NRM,46.3832601321
WTR,RCK,PSY,46.3828656362
PSY,FRY,PSN,46.3827954983
ELC,RCK,GHT,46.3809317815
ICE,FRY,DRK,46.3608391635
RCK,DRG,PSN,46.3608245974
NRM,GRD,DRG,46.3409089797
GRD,---,DRG,46.3409089797
ELC,FLY,---,46.3086988226
FGT,FLY,PSY,46.3081519676
ICE,BUG,DRK,46.3051517721
WTR,FRY,FLY,46.2915690219
GHT,DRG,ELC,46.2435946597
FGT,PSY,DRG,46.2424186761
PSY,STL,GHT,46.2096019625
FIR,FRY,BUG,46.2081841468
ELC,GHT,PSN,46.1912956944
DRG,DRK,ELC,46.1867562912
FIR,FRY,---,46.1840114538
ELC,DRK,PSN,46.1686152012
GRS,ICE,NRM,46.1632879621
GRS,FRY,---,46.1493303720
GRS,PSY,DRK,46.1468458725
PSY,DRK,PSN,46.1265245351
PSY,GHT,PSN,46.1194949522
GRS,BUG,NRM,46.1051205808
ELC,BUG,FLY,46.1039717473
ELC,FGT,FIR,46.1007503184
FGT,BUG,GRS,46.0937508656
WTR,RCK,DRK,46.0194749349
WTR,GRS,FLY,46.0186738140
ICE,FGT,GRS,46.0115302932
GRS,STL,NRM,46.0027131458
PSY,DRG,ELC,45.9651492798
FIR,---,WTR,45.9326329715
ELC,FRY,FLY,45.8896908594
ICE,FRY,FLY,45.8448773188
ICE,PSY,BUG,45.7984421948
ELC,PSN,PSY,45.7891075291
ELC,GHT,FIR,45.7519301275
DRK,FRY,GRS,45.7343011611
DRG,FRY,WTR,45.7283811999
GHT,FRY,GRS,45.7276973041
ELC,DRK,FIR,45.6950917590
NRM,FRY,WTR,45.6898829794
FRY,---,WTR,45.6898829794
WTR,STL,FLY,45.6880955862
FGT,BUG,FIR,45.6632063845
BUG,RCK,NRM,45.6628155199
WTR,PSN,GHT,45.6398333993
WTR,PSN,FLY,45.6385613992
WTR,FRY,GHT,45.6239357310
ELC,GRS,FLY,45.6206043097
WTR,GRS,PSY,45.6187163234
FGT,FRY,NRM,45.6119996762
PSY,STL,---,45.6111689714
GRS,FGT,ICE,45.5752425014
FIR,FLY,PSN,45.5748617600
ELC,FGT,ICE,45.5713985810
WTR,ELC,PSN,45.5454173537
ELC,PSY,GHT,45.5421740299
FGT,GRD,RCK,45.5248632420
ICE,FRY,GHT,45.5103800237
ELC,PSY,FIR,45.5064035836
FGT,DRG,NRM,45.4658936807
FLY,RCK,FIR,45.4657897201
STL,FRY,PSN,45.4444142983
BUG,GHT,FIR,45.4436935863
FLY,DRG,WTR,45.4392605820
WTR,PSY,PSN,45.4383984345
GRS,RCK,DRG,45.4154481230
GRD,PSY,GRS,45.4008770024
FIR,RCK,PSY,45.3720998579
FGT,DRG,GHT,45.3615205483
FGT,STL,ICE,45.3525425580
BUG,DRK,FIR,45.3422647916
ELC,STL,FLY,45.3317904133
FIR,STL,PSY,45.3241280611
WTR,GRS,DRK,45.3129975007
FGT,PSN,ICE,45.3093114983
PSY,STL,BUG,45.3048658254
ELC,GRS,PSY,45.2834893333
GRD,DRK,---,45.2600893826
FIR,FLY,---,45.2556206142
GRD,FRY,ICE,45.2530919650
ELC,PSN,FLY,45.2276558640
PSY,STL,FRY,45.1780031324
PSN,STL,ELC,45.1705311325
DRG,STL,FRY,45.1536506850
ICE,BUG,FIR,45.1461330243
WTR,BUG,DRK,45.1364660205
GRS,FLY,ELC,45.1296570124
NRM,STL,FRY,45.1295086744
STL,---,FRY,45.1295086744
WTR,BUG,PSY,45.1285149404
ELC,GRS,WTR,45.1261561205
GRD,FLY,ICE,45.1117286759
ICE,BUG,ELC,45.1098282124
GRS,GHT,PSY,45.0785873721
FGT,DRG,FIR,45.0774854784
FIR,RCK,DRK,45.0567114912
FGT,PSY,GRS,45.0477022480
GRS,DRK,PSY,45.0444294967
DRK,FRY,FLY,45.0353705423
GHT,FRY,FLY,45.0287666853
GRS,GHT,BUG,45.0112006446
NRM,ELC,WTR,45.0085192378
ELC,---,WTR,45.0085192378
FIR,GRS,---,44.9684969330
GRS,PSN,NRM,44.9536201620
GRS,DRK,BUG,44.9377470877
BUG,DRG,ELC,44.9102640401
PSN,BUG,FIR,44.8807317261
RCK,STL,PSN,44.8355926016
WTR,RCK,PSN,44.8338450874
ICE,PSN,FIR,44.8058465214
GHT,DRG,FIR,44.7864858257
ELC,GRS,DRK,44.7812081054
FIR,PSN,GHT,44.7786030067
WTR,RCK,ELC,44.7553226533
GRS,RCK,BUG,44.7507244092
WTR,ELC,NRM,44.7087640691
DRG,DRK,FIR,44.7016722194
RCK,FRY,DRK,44.6966562488
GRS,RCK,ELC,44.6732963299
ELC,GRD,---,44.6667689975
GRS,PSN,BUG,44.6454361375
WTR,DRK,NRM,44.6226546392
ICE,FRY,PSN,44.6188799169
WTR,GHT,NRM,44.6160507822
PSN,FRY,GRS,44.5704879076
PSY,DRG,FIR,44.5504478534
FIR,FGT,BUG,44.5167000742
DRK,STL,FGT,44.5139744843
GHT,STL,FGT,44.4932585236
ICE,STL,BUG,44.4754763086
DRK,STL,FLY,44.4749539176
WTR,RCK,NRM,44.4714213858
GHT,DRK,FGT,44.4522004177
GRS,GHT,ELC,44.4424760860
FIR,WTR,FLY,44.4374078884
NRM,DRK,FGT,44.4224903417
DRK,---,FGT,44.4224903417
PSN,DRK,FLY,44.4106018704
GHT,STL,FLY,44.4079126923
NRM,GHT,FGT,44.4017743809
GHT,---,FGT,44.4017743809
GRS,DRG,FLY,44.3903738035
PSN,GHT,FLY,44.3869570991
GRS,DRK,ELC,44.3856377175
PSN,RCK,NRM,44.3798104001
ICE,FLY,PSN,44.3288290409
NRM,GRD,WTR,44.3193341231
GRD,---,WTR,44.3193341231
NRM,DRG,STL,44.3163702642
DRG,---,STL,44.3163702642
GRD,DRK,RCK,44.3072707901
GRD,GHT,RCK,44.3006669331
FGT,RCK,BUG,44.2631457057
GRS,FRY,PSY,44.2567166908
NRM,---,GRD,44.2394589265
GRD,---,---,44.2394589265
GRS,DRG,PSY,44.1797513447
GRS,PSY,ELC,44.1786283565
FIR,FGT,FLY,44.1356766758
DRK,STL,ICE,44.1268769241
RCK,STL,NRM,44.1170383691
DRG,FRY,ELC,44.0851173362
BUG,STL,FIR,44.0803763980
FIR,GRS,DRG,44.0740033368
GHT,STL,ICE,44.0598356988
FGT,PSY,ICE,44.0581411070
FIR,ELC,FLY,44.0503728507
ELC,STL,FGT,44.0500368290
NRM,FRY,ELC,44.0466191156
FRY,---,ELC,44.0466191156
ICE,STL,FIR,44.0054911934
ELC,PSY,FRY,43.9764306147
NRM,RCK,WTR,43.9697864271
RCK,---,WTR,43.9697864271
GRS,ICE,PSN,43.9662864296
GRD,DRG,GRS,43.9621141809
ELC,DRG,FRY,43.9520781672
ICE,BUG,NRM,43.9392425382
ELC,RCK,PSY,43.9310733857
NRM,ELC,FRY,43.9279361566
ELC,---,FRY,43.9279361566
NRM,ELC,FGT,43.9266156559
ELC,---,FGT,43.9266156559
WTR,PSY,FLY,43.9199438208
FLY,FRY,PSN,43.8956594903
FIR,STL,FGT,43.8616818098
FIR,PSN,FGT,43.8493027539
FIR,BUG,FGT,43.8462431290
FIR,GHT,BUG,43.8325068408
NRM,FGT,FLY,43.8175301988
FGT,---,FLY,43.8175301988
GRS,DRG,WTR,43.8000064076
FIR,FRY,DRK,43.7818091660
NRM,FIR,FGT,43.7772712199
FIR,---,FGT,43.7772712199
FIR,DRK,BUG,43.7590532838
GRS,DRG,DRK,43.7536524310
WTR,PSY,DRK,43.7455893129
FIR,WTR,BUG,43.7272481086
FLY,BUG,FIR,43.7167774768
FGT,BUG,GHT,43.7121185105
GHT,DRK,FRY,43.6909455506
ICE,FLY,BUG,43.6894392882
PSY,DRK,FRY,43.6790026404
PSY,GHT,FRY,43.6723987834
NRM,WTR,STL,43.6720884602
WTR,---,STL,43.6720884602
FGT,DRG,BUG,43.6682442385
DRG,DRK,FRY,43.6546501929
GHT,DRG,FRY,43.6480463359
NRM,DRK,FRY,43.6305081823
DRK,---,FRY,43.6305081823
ICE,FLY,FIR,43.6256994297
NRM,GHT,FRY,43.6239043253
GHT,---,FRY,43.6239043253
WTR,ICE,ELC,43.6157256508
ELC,FRY,DRK,43.6151467098
FLY,DRK,PSN,43.6139027370
FLY,GHT,PSN,43.6068731541
FGT,DRG,GRS,43.5824593261
FIR,STL,BUG,43.5624023044
FIR,FRY,GRS,43.5538328753
ICE,STL,---,43.5488665261
ELC,PSY,FLY,43.5386938051
FGT,GRD,---,43.5290432319
FIR,PSN,BUG,43.5083161384
ELC,STL,PSN,43.4964707292
BUG,RCK,PSY,43.4877747824
FIR,ELC,BUG,43.4808976065
ELC,RCK,DRK,43.4754597977
BUG,DRG,WTR,43.4712988864
NRM,FGT,PSY,43.4280678145
BUG,STL,PSY,43.4153350698
PSY,STL,PSN,43.3739967159
FIR,ELC,---,43.3588021272
GHT,DRK,WTR,43.3454280839
BUG,RCK,DRK,43.3169412641
FGT,---,PSY,43.3139275873
GRS,FLY,DRG,43.3043520887
FLY,FRY,FIR,43.2974464352
NRM,PSN,STL,43.2906218260
PSN,---,STL,43.2906218260
PSN,STL,---,43.2800773129
NRM,GHT,WTR,43.2783868586
GHT,---,WTR,43.2783868586
GRS,STL,DRK,43.2775205103
STL,FRY,GHT,43.2737814686
NRM,DRK,WTR,43.2215484901
DRK,---,WTR,43.2215484901
FLY,STL,BUG,43.2173924719
ELC,ICE,NRM,43.2075341009
DRG,FRY,FIR,43.1829721547
WTR,BUG,FIR,43.1824939593
NRM,FRY,FIR,43.1724491719
BUG,RCK,FLY,43.1685639772
GRS,GHT,PSN,43.1639634284
FIR,DRK,FLY,43.1626574031
ICE,RCK,FIR,43.1583045311
FIR,GHT,FLY,43.1560535461
FIR,FLY,GHT,43.1552688237
WTR,ICE,FIR,43.1418046363
FIR,STL,NRM,43.1230671164
FIR,GRD,GRS,43.1222651572
GRS,DRK,PSN,43.1200341560
GRS,BUG,ELC,43.1170158913
FIR,RCK,NRM,43.0595244872
FIR,BUG,PSN,43.0554571870
RCK,DRG,FIR,42.9842629535
WTR,FLY,PSN,42.9673648925
PSN,GHT,GRS,42.9545317950
FIR,PSN,PSY,42.9291483094
RCK,FRY,FLY,42.9237354465
PSN,DRK,GRS,42.9147343408
BUG,DRG,FGT,42.9128393914
PSN,DRG,FGT,42.8986211187
WTR,GRS,GHT,42.8902828532
NRM,PSY,WTR,42.8580254652
PSY,---,WTR,42.8580254652
WTR,BUG,NRM,42.8463735852
ICE,PSN,ELC,42.8458586646
WTR,RCK,FLY,42.7939052816
STL,FRY,BUG,42.7885392531
FIR,FGT,GRS,42.7865913240
ICE,PSN,NRM,42.7663459940
GRS,FLY,PSY,42.7404714988
WTR,ICE,NRM,42.7290869649
FIR,GRD,FLY,42.7229189657
ELC,RCK,FLY,42.7038866201
PSY,DRK,FLY,42.7012863893
PSY,GHT,FLY,42.6946825323
PSN,DRG,ELC,42.6832608532
ELC,PSN,GHT,42.6530766723
WTR,STL,NRM,42.6489965311
ELC,FRY,GHT,42.6465135538
FLY,BUG,FRY,42.6254256941
FLY,STL,FIR,42.5431811479
GRD,PSY,FLY,42.5333552269
PSN,FLY,FIR,42.5200808154
NRM,GRD,FLY,42.4952984147
GRD,---,FLY,42.4952984147
ELC,BUG,PSY,42.4844481951
FGT,RCK,ICE,42.4649796265
ELC,GRS,GHT,42.4438784331
GRS,FRY,FIR,42.4299164011
GRS,FLY,DRK,42.4234741667
PSN,PSY,GHT,42.4032692098
FIR,FGT,ICE,42.4026055853
WTR,GHT,PSY,42.3926645327
GRS,PSN,DRK,42.3803065081
PSN,STL,WTR,42.3713023516
WTR,DRK,PSY,42.3585066573
RCK,STL,FLY,42.3565672425
PSN,DRG,WTR,42.3514317130
FRY,---,FIR,42.3512823242
GRS,DRK,DRG,42.3491317749
FIR,DRG,PSN,42.3458131981
GRS,GHT,DRG,42.3455327751
STL,FRY,GRS,42.3374789589
NRM,STL,WTR,42.3163899175
FGT,FLY,ICE,42.2837632222
PSN,RCK,FLY,42.2642399576
GRS,FRY,NRM,42.2554578585
GRD,BUG,RCK,42.2250658579
ELC,BUG,DRK,42.2218379125
ELC,BUG,FIR,42.2083919751
FGT,BUG,ICE,42.1461001856
GRS,PSY,DRG,42.1251803247
FIR,FLY,BUG,42.0955892117
FIR,GHT,---,42.0849962198
ELC,BUG,PSN,42.0326068989
WTR,STL,FIR,42.0209214711
NRM,FLY,ELC,42.0174319103
NRM,RCK,PSN,42.0139578877
WTR,PSN,FIR,42.0079576776
RCK,---,PSN,41.9927091084
PSY,BUG,PSN,41.9817959805
GRD,FRY,RCK,41.9426534518
PSY,RCK,DRK,41.9328225586
ELC,STL,NRM,41.9077628251
PSY,GHT,BUG,41.8980248525
DRK,STL,NRM,41.8967286014
PSY,DRK,BUG,41.8542813716
FIR,PSN,---,41.8309624328
GHT,STL,NRM,41.8296873762
FLY,PSY,PSN,41.7999553771
FIR,GHT,GRS,41.7923730901
WTR,PSY,BUG,41.7796963915
GRS,STL,ELC,41.7706585002
RCK,FRY,NRM,41.7506834404
STL,---,WTR,41.7483214855
FIR,DRK,GRS,41.7355347215
FIR,FLY,FRY,41.6944620886
WTR,PSN,NRM,41.6668650299
NRM,STL,ELC,41.6522649652
WTR,DRG,FLY,41.6223141556
FLY,---,ELC,41.6221156024
PSY,RCK,BUG,41.6202767357
FIR,PSY,FRY,41.5858382103
WTR,FRY,PSY,41.5723101249
NRM,RCK,ELC,41.5679963321
RCK,---,ELC,41.5679963321
FIR,DRG,FRY,41.5614857628
ICE,FRY,PSY,41.5471778320
ICE,FLY,PSY,41.5468967628
GRS,BUG,DRG,41.5411660542
NRM,FIR,FRY,41.5373437522
FIR,---,FRY,41.5373437522
PSN,PSY,BUG,41.5263656997
WTR,DRG,PSY,41.4953447788
GRS,FGT,FIR,41.4906557813
ICE,DRG,PSY,41.4884309255
ELC,ICE,PSN,41.4836233389
BUG,FRY,GRS,41.4549758396
NRM,FGT,FIR,41.4399969422
NRM,ICE,PSY,41.4224301626
ICE,---,PSY,41.4224301626
GHT,DRK,ELC,41.4221596503
WTR,DRG,DRK,41.4196764877
ELC,PSY,BUG,41.4149079444
FGT,---,FIR,41.4120217045
RCK,DRG,GHT,41.4073353669
WTR,GRD,ICE,41.3922912376
BUG,STL,ICE,41.3570736141
NRM,GHT,ELC,41.3551184250
GHT,---,ELC,41.3551184250
GRD,DRG,ICE,41.3424287314
GRD,PSY,ICE,41.3325521701
ELC,DRG,PSN,41.3210255275
ELC,RCK,NRM,41.3100054104
NRM,GRD,ICE,41.3005699791
GRD,---,ICE,41.3005699791
NRM,DRK,ELC,41.2982800565
DRK,---,ELC,41.2982800565
DRK,FRY,---,41.2960571925
ICE,FLY,DRK,41.2633392826
STL,---,ELC,41.2569486574
ICE,PSN,DRK,41.2440571696
ELC,DRG,FLY,41.2391933267
ICE,DRG,DRK,41.2386055948
PSY,DRG,PSN,41.2204545593
RCK,DRK,ICE,41.2125583371
FIR,BUG,NRM,41.2117576397
RCK,GHT,ICE,41.2059544802
ICE,DRG,FLY,41.2011784512
GRS,GHT,FIR,41.1984563783
GHT,DRK,FIR,41.1868635268
BUG,DRG,FIR,41.1830448650
FIR,FGT,DRG,41.1730338672
PSN,PSY,FRY,41.1728601113
NRM,ICE,DRK,41.1726048318
ICE,GHT,DRK,41.1726048318
ICE,---,DRK,41.1726048318
FIR,DRK,ICE,41.1709484325
FIR,GHT,ICE,41.1643445755
ICE,GHT,PSN,41.1620980324
GRD,STL,RCK,41.1555117587
PSN,DRG,FRY,41.1485076638
GRS,DRG,GHT,41.1472573289
NRM,ICE,FLY,41.1446386564
ICE,---,FLY,41.1446386564
GRS,DRK,ICE,41.1405036637
ICE,DRK,PSN,41.1394175393
GRS,GHT,ICE,41.1338998067
NRM,PSN,FRY,41.1243656532
PSN,---,FRY,41.1243656532
NRM,GHT,FIR,41.1198223015
GHT,---,FIR,41.1198223015
FIR,RCK,FLY,41.1174855620
GRS,DRK,FIR,41.1136427720
ELC,DRK,ICE,41.1044227447
ELC,GHT,ICE,41.0978188877
PSN,GRD,RCK,41.0882319997
NRM,PSY,ELC,41.0818946818
PSY,---,ELC,41.0818946818
GRS,STL,ICE,41.0813727293
NRM,DRK,FIR,41.0629839330
ELC,STL,ICE,41.0622962716
ICE,GHT,BUG,41.0523859742
ELC,PSN,FIR,41.0458534891
FLY,PSY,FIR,41.0405912658
DRK,---,FIR,41.0350086952
FIR,WTR,DRG,41.0343550987
ELC,STL,FIR,41.0308420448
FLY,DRK,GRS,41.0172690260
FLY,GHT,GRS,41.0106651690
FIR,PSY,DRK,41.0025918328
NRM,GRD,---,40.9887650471
FIR,BUG,---,40.9811931763
ICE,DRK,BUG,40.9789324172
GRS,PSY,FIR,40.9676400427
FLY,STL,PSN,40.9293796836
WTR,GHT,---,40.9162274346
WTR,STL,DRK,40.9119183855
GRS,PSN,ELC,40.8909881660
FGT,BUG,DRG,40.8900225981
NRM,PSY,FIR,40.8890059659
PSY,---,FIR,40.8890059659
WTR,ELC,DRG,40.8534581843
BUG,GHT,FLY,40.8458565179
PSN,DRK,ICE,40.8388150585
BUG,DRK,FLY,40.8358451865
ELC,PSY,DRK,40.8342557443
WTR,FLY,FIR,40.8250656524
PSN,GHT,ICE,40.8151702872
ICE,RCK,BUG,40.8066705613
FIR,STL,PSN,40.8036510090
FIR,FGT,---,40.7962642315
ELC,DRK,NRM,40.7852352454
ELC,GHT,NRM,40.7786313884
FIR,FRY,NRM,40.7703629784
RCK,GHT,PSY,40.7482140202
GRD,RCK,GRS,40.7286421185
RCK,DRK,PSY,40.7140561448
GHT,STL,PSY,40.7130710869
GRS,ICE,BUG,40.6986591662
DRK,STL,PSY,40.6959541259
ICE,PSN,BUG,40.6859742045
NRM,FLY,WTR,40.6765798134
FLY,---,WTR,40.6765798134
DRK,STL,GRS,40.6672266338
GHT,STL,GRS,40.6636276340
ELC,ICE,BUG,40.6502290108
NRM,GRD,GRS,40.6404272999
GRS,FGT,---,40.6340095843
BUG,STL,FLY,40.5816887939
PSY,RCK,FLY,40.5807236544
RCK,FRY,---,40.5704369701
FGT,DRK,GHT,40.5637142938
ICE,PSY,NRM,40.5550109393
NRM,FGT,GHT,40.5470991054
FGT,---,GHT,40.5470991054
WTR,ICE,PSN,40.5436383013
GRS,FLY,NRM,40.5404744269
STL,---,---,40.5376379162
NRM,---,STL,40.5376379162
PSN,BUG,FLY,40.5173367467
WTR,GRD,GRS,40.5076225405
GHT,STL,BUG,40.5010804056
ELC,GRD,GRS,40.4971552380
DRK,STL,BUG,40.4880642169
GRD,---,GRS,40.4612790705
GRS,DRG,BUG,40.4586597387
WTR,STL,BUG,40.3966097295
ELC,STL,DRK,40.3522175518
FGT,RCK,GRS,40.3486878729
DRG,DRK,FLY,40.3425101082
PSN,FLY,GHT,40.3424577616
GHT,DRG,FLY,40.3359062512
STL,FRY,FLY,40.3213371818
WTR,FGT,GRS,40.3207217522
ELC,FGT,GRS,40.2963492218
WTR,FLY,DRG,40.2940330745
FGT,FLY,---,40.2691770765
NRM,FGT,GRS,40.2604730543
FGT,---,GRS,40.2604730543
PSN,FRY,FLY,40.2569851346
FGT,---,NRM,40.2563496024
FIR,DRG,GHT,40.2497942748
NRM,GRS,FLY,40.2286542027
GRS,---,FLY,40.2286542027
FIR,DRK,---,40.2168843782
DRG,STL,FGT,40.1915292205
PSN,DRK,---,40.1355489748
GRS,FRY,DRG,40.1339438960
ELC,STL,BUG,40.1126320527
WTR,FLY,DRK,40.0894982234
PSN,DRG,FIR,40.0837626338
NRM,DRG,FGT,40.0681080475
DRG,---,FGT,40.0681080475
DRG,STL,FIR,40.0671379476
WTR,FLY,PSY,40.0560649329
WTR,DRG,ELC,40.0492221592
WTR,PSN,DRK,40.0463305648
BUG,STL,NRM,40.0441778521
NRM,BUG,ELC,40.0250698258
BUG,---,ELC,40.0250698258
FIR,PSN,NRM,40.0070992486
WTR,PSN,---,39.9525912267
BUG,STL,GRS,39.9463615718
PSN,BUG,GRS,39.9307246975
RCK,FRY,PSY,39.9011689480
BUG,GHT,GRS,39.8988576790
WTR,GRS,PSN,39.8718245419
ELC,FLY,FIR,39.8713289563
STL,FRY,PSY,39.8456092375
NRM,GRS,PSY,39.8438484945
GRS,---,PSY,39.8438484945
BUG,DRK,GRS,39.8254041220
FGT,DRK,RCK,39.8180648448
FGT,GHT,RCK,39.8114609878
RCK,DRG,PSY,39.8000615913
BUG,RCK,GHT,39.7981551761
DRG,STL,PSY,39.7868623311
FLY,GHT,BUG,39.7659838284
WTR,GHT,PSN,39.7612169525
ELC,GHT,PSY,39.7582814448
FLY,DRK,BUG,39.7559724969
WTR,DRK,PSN,39.7385364594
ELC,DRK,PSY,39.7241235694
ICE,GHT,GRS,39.7041167123
WTR,FLY,BUG,39.6996396859
ELC,GRS,PSN,39.6961434887
FIR,BUG,DRK,39.6913164868
ICE,DRK,GRS,39.6472783438
NRM,GRS,DRK,39.6268827439
GRS,GHT,DRK,39.6268827439
GRS,---,DRK,39.6268827439
NRM,FGT,BUG,39.6213303879
FGT,---,BUG,39.6213303879
FIR,GHT,PSY,39.6055158252
FIR,BUG,PSY,39.5981729871
FIR,DRK,PSY,39.5713579498
PSY,DRK,ICE,39.5646559448
PSY,GHT,ICE,39.5580520878
RCK,DRG,DRK,39.5401798534
GRS,BUG,GHT,39.5006032594
WTR,DRK,---,39.4886284061
FGT,FRY,DRG,39.4763705971
WTR,RCK,FIR,39.4735192566
PSY,STL,ICE,39.4731746964
FLY,BUG,PSN,39.4722755209
GRS,PSN,---,39.4540711624
GRS,RCK,FIR,39.4264748693
PSN,FRY,GHT,39.4183273121
PSN,FLY,BUG,39.4150775100
ELC,RCK,FIR,39.4102646855
WTR,DRK,DRG,39.3909460957
WTR,GHT,DRG,39.3873470959
GRS,PSY,NRM,39.3780175444
GHT,FRY,BUG,39.3734557535
PSN,FRY,---,39.3668260606
ICE,FRY,BUG,39.3663837708
DRK,FRY,BUG,39.3634444220
NRM,RCK,FIR,39.3478407925
RCK,---,FIR,39.3478407925
FIR,DRG,BUG,39.3367283783
FIR,BUG,FLY,39.3365331605
WTR,ELC,FIR,39.3345415429
ICE,DRK,DRG,39.3338772821
ELC,FLY,BUG,39.3307531376
ICE,GHT,DRG,39.3302782823
WTR,FRY,BUG,39.3236625531
GRD,PSY,---,39.2967257893
RCK,FRY,BUG,39.1321585790
FIR,FRY,FLY,39.1247997733
WTR,PSY,DRG,39.0993431394
FIR,ELC,DRG,39.0709407624
ICE,PSY,DRG,39.0275942600
NRM,GRS,WTR,39.0134846405
GRS,---,WTR,39.0134846405
RCK,DRK,DRG,38.9984581650
RCK,GHT,DRG,38.9948591652
ELC,BUG,NRM,38.9873469594
PSN,FRY,BUG,38.9857817703
WTR,FRY,NRM,38.9775645944
ICE,GRD,RCK,38.9745055363
ELC,FRY,BUG,38.9572609214
DRG,FRY,PSN,38.9495141568
ELC,FRY,PSY,38.9177116730
NRM,FRY,PSN,38.9110159363
FLY,DRG,FIR,38.8959673860
ICE,DRG,WTR,38.8809028164
FIR,BUG,GRS,38.8451097685
ELC,DRG,PSY,38.8407463269
PSY,RCK,NRM,38.8370259154
GRD,DRG,RCK,38.8270116842
PSY,BUG,FLY,38.8237414581
NRM,ICE,WTR,38.8149020534
FLY,PSY,GHT,38.8006659311
FIR,FRY,PSY,38.7828096006
PSY,RCK,DRG,38.7678552374
FLY,DRG,PSN,38.7274980934
PSY,GHT,GRS,38.7074900158
FIR,DRG,PSY,38.7058442545
NRM,BUG,WTR,38.7040806944
BUG,---,WTR,38.7040806944
PSY,DRK,GRS,38.6803617233
FGT,FRY,ICE,38.6569628468
FIR,DRG,DRK,38.6399249105
WTR,BUG,---,38.6387213305
BUG,STL,FGT,38.6278472647
WTR,BUG,DRG,38.6217534895
PSN,STL,FGT,38.6136289921
PSY,FRY,FLY,38.6120080709
PSN,BUG,FGT,38.5631161817
WTR,FGT,ICE,38.5532625431
FIR,STL,FLY,38.5405138678
FGT,DRG,ICE,38.5122708394
NRM,BUG,FGT,38.5044260917
BUG,---,FGT,38.5044260917
WTR,GRS,NRM,38.4991915637
ELC,DRG,DRK,38.4921890173
NRM,PSN,FGT,38.4902078190
PSN,---,FGT,38.4902078190
ICE,FRY,NRM,38.4846622767
NRM,FGT,ICE,38.4798730552
FGT,---,ICE,38.4798730552
FIR,PSN,FLY,38.4761618206
FIR,STL,GRS,38.4731991410
ICE,STL,PSN,38.4566687416
FIR,PSN,GRS,38.4482074432
BUG,RCK,ICE,38.4425103701
PSN,STL,PSY,38.4014054438
FIR,BUG,ICE,38.4009004655
WTR,DRG,FIR,38.3855248671
ELC,BUG,---,38.3827046332
GRS,BUG,ICE,38.3786094038
